Date,Open,High,Low,Close,Volume,Adj Close
1997-04-01,9140.00,10000.00,8982.00,9982.00,000,9982.00
1997-03-03,89820.00,94230.00,9020.00,9044.00,000,9044.00
1997-02-03,81041.00,91811.00,79633.00,88287.00,000,8828.70
1997-01-02,70400.00,79918.00,69525.00,79647.00,000,7964.70
1996-12-02,67393.00,70525.00,64451.00,70399.00,000,7039.90
1996-11-01,65332.00,67578.00,64789.00,66661.00,000,6666.10
1996-10-01,64469.00,68515.00,63169.00,65332.00,000,6533.20
1996-09-02,62691.00,66315.00,61323.00,64469.00,000,6446.90
1996-08-01,63083.00,64008.00,60160.00,62594.00,000,6259.40
1996-07-01,60439.00,67132.00,58794.00,61233.00,000,6123.30
1996-06-03,57258.00,62789.00,53978.00,60439.00,000,6043.90
1996-05-02,51915.00,57642.00,50973.00,57280.00,000,5728.00
1996-04-01,50224.00,51752.00,48312.00,51641.00,000,5164.10
1996-03-01,51208.00,52244.00,45956.00,49549.00,000,4954.90
1996-02-01,51515.00,54109.00,49396.00,49577.00,000,4957.70
1996-01-02,42990.00,51716.00,42990.00,51515.00,000,5151.50
1995-12-01,43786.00,43973.00,39576.00,42990.00,000,4299.00
1995-11-01,41284.00,43907.00,37137.00,43786.00,000,4378.60
1995-10-02,46701.00,46849.00,39227.00,41284.00,000,4128.40
1995-09-01,43105.00,48851.00,43105.00,46701.00,000,4670.10
1995-08-01,38775.00,45546.00,38177.00,43105.00,000,4310.50
1995-07-03,36034.00,40795.00,35744.00,38775.00,000,3877.50
1995-06-01,37206.00,40673.00,35160.00,36034.00,000,3603.40
1995-05-02,38137.00,41851.00,36889.00,37206.00,000,3720.60
1995-04-03,29790.00,39236.00,28671.00,38137.00,000,3813.70
1995-03-02,32709.00,34949.00,21100.00,29790.00,000,2979.00
1995-02-01,38850.00,40672.00,27620.00,32709.00,000,3270.90
1995-01-02,43539.00,43976.00,31086.00,38850.00,000,3885.00
1994-12-01,46560.00,50234.00,39908.00,43539.00,000,4353.90
1994-11-01,47449.00,50862.00,42192.00,46560.00,000,4656.00
1994-10-04,54840.00,55283.00,42837.00,47979.00,000,4797.90
1994-09-01,53295.00,56377.00,47925.00,54840.00,000,5484.00
1994-08-01,42013.00,54433.00,40911.00,53295.00,000,5329.50
1994-07-04,36232.00,42728.00,34860.00,42013.00,000,4201.30
1994-06-01,24672.00,38857.00,24371.00,36232.00,000,3623.20
1994-05-02,17084.00,25169.00,13255.00,24672.00,000,2467.20
1994-04-04,15156.00,17326.00,12802.00,17084.00,000,1708.40
1994-03-01,10539.00,15422.00,10138.00,15156.00,000,1515.60
1994-02-01,7406.00,11160.00,7406.00,10539.00,000,1053.90
1994-01-03,3755.00,7417.00,3734.00,7406.00,000,740.60
1993-12-01,2740.00,3786.00,2668.00,3755.00,000,375.50
1993-11-01,1844.00,2870.00,1844.00,2740.00,000,274.00
1993-10-01,1466.00,2070.00,1466.00,1844.00,000,184.40
1993-09-01,964.00,1503.00,964.00,1466.00,000,146.60
1993-08-02,656.00,1001.00,606.00,964.00,000,96.40
1993-07-01,537.00,674.00,517.00,656.00,000,65.60
1993-06-01,354.00,548.00,354.00,537.00,000,53.70
1993-05-03,241.00,356.00,238.00,349.00,000,34.90
1993-04-27,248.00,254.00,237.00,241.00,000,24.10
